object_id,title,object_name,culture,period,date_begin,date_end,country,region,city,geography,medium,classification,description,tags,image_url,image_small_url,object_url,is_public_domain,source,search_keywords,department,dynasty,reign,credit_line,cultural_context_reason,cultural_context,text_for_embedding,mid_year,visual_x,visual_y,semantic_x,semantic_y
204587,Emperor Antoninus Pius,Bust,,,1519,1524,,,,,"Bronze, partially oil-gilt, silver inlay, on serpentinite socle",Sculpture-Bronze,"Gift of Edward Fowles, 1965",Men,https://images.metmuseum.org/CRDImages/es/original/DP234101.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP234101.jpg,https://www.metmuseum.org/art/collection/search/204587,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"Gift of Edward Fowles, 1965",insufficient or ambiguous contextual evidence,Other,"Title: Emperor Antoninus Pius Object type: Bust Medium: Bronze, partially oil-gilt, silver inlay, on serpentinite socle Classification: Sculpture-Bronze Tags: Men",1521.5,0.14890788,0.3089923,-0.19631547,-0.014342869
205883,Guanyin,Figure,,,1710,1713,,,,,Red stoneware with gilding,Ceramics-Pottery,"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",Buddhism; Bodhisattvas,https://images.metmuseum.org/CRDImages/es/original/DP352550.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP352550.jpg,https://www.metmuseum.org/art/collection/search/205883,True,The Metropolitan Museum of Art Collection API,Guanyin; China,European Sculpture and Decorative Arts,,,"The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973",insufficient or ambiguous contextual evidence,Other,Title: Guanyin Object type: Figure Medium: Red stoneware with gilding Classification: Ceramics-Pottery Tags: Buddhism; Bodhisattvas,1711.5,0.14099598,0.031080786,0.06268972,0.017436521
206965,Longcase astronomical regulator,Longcase astronomical regulator,,,1763,1775,,,,,"Case: oak veneered with ebony and brass, with gilt-bronze mounts; Dial: white enamel; Movement: gilded brass and steel",Horology,"The Jack and Belle Linsky Collection, 1982",,https://images.metmuseum.org/CRDImages/es/original/DP336058.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP336058.jpg,https://www.metmuseum.org/art/collection/search/206965,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"The Jack and Belle Linsky Collection, 1982",insufficient or ambiguous contextual evidence,Other,"Title: Longcase astronomical regulator Object type: Longcase astronomical regulator Medium: Case: oak veneered with ebony and brass, with gilt-bronze mounts; Dial: white enamel; Movement: gilded brass and steel Classification: Horology",1769.0,0.015695836,0.033123646,-0.10429449,-0.012908459
207157,Dwarf (one of a pair),Figure,,,1735,1750,,,,,Tin-glazed soft-paste porcelain decorated in polychrome enamels,Ceramics-Porcelain,"The Jack and Belle Linsky Collection, 1982",Men,https://images.metmuseum.org/CRDImages/es/original/DP223292.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP223292.jpg,https://www.metmuseum.org/art/collection/search/207157,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"The Jack and Belle Linsky Collection, 1982",insufficient or ambiguous contextual evidence,Other,Title: Dwarf (one of a pair) Object type: Figure Medium: Tin-glazed soft-paste porcelain decorated in polychrome enamels Classification: Ceramics-Porcelain Tags: Men,1742.5,0.10390351,0.13890491,-0.25265193,-0.03779114
207536,The Sacrifice of Jephthah's Daughter,Statuette group,,,1722,1737,,,,,Bronze,Sculpture-Bronze,"Wrightsman Fund, 1985",Girls; Men; Women,https://images.metmuseum.org/CRDImages/es/original/DP217264.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP217264.jpg,https://www.metmuseum.org/art/collection/search/207536,True,The Metropolitan Museum of Art Collection API,Ritual,European Sculpture and Decorative Arts,,,"Wrightsman Fund, 1985",insufficient or ambiguous contextual evidence,Other,Title: The Sacrifice of Jephthah's Daughter Object type: Statuette group Medium: Bronze Classification: Sculpture-Bronze Tags: Girls; Men; Women,1729.5,0.10017207,0.20106772,-0.07112292,-0.19204135
228990,Adam and Eve with Charles I and Henrietta Maria,Embroidered picture,,,1634,1699,,,,,Canvas worked with silk and metal thread; tent and couching stitches,Textiles-Embroidered,"Gift of Irwin Untermyer, 1964",Kings; Men; Women; Unicorns; Butterflies; Snails; Lions; Snakes; Trees; Adam; Eve,https://images.metmuseum.org/CRDImages/es/original/DP158590.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP158590.jpg,https://www.metmuseum.org/art/collection/search/228990,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"Gift of Irwin Untermyer, 1964",insufficient or ambiguous contextual evidence,Other,Title: Adam and Eve with Charles I and Henrietta Maria Object type: Embroidered picture Medium: Canvas worked with silk and metal thread; tent and couching stitches Classification: Textiles-Embroidered Tags: Kings; Men; Women; Unicorns; Butterflies; Snails; Lions; Snakes; Trees; Adam; Eve,1666.5,-0.16217338,-0.11146828,-0.1869209,-0.16884007
228995,"The New Testament, The Book of Common Prayer",Book cover,,,1631,1641,,,,,"Silk, bullion, silver, and silver-gilt thread on canvas and satin",Textiles-Embroidered,"Gift of Irwin Untermyer, 1964",Musical Instruments; Birds; Men,https://images.metmuseum.org/CRDImages/es/original/DP153222.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP153222.jpg,https://www.metmuseum.org/art/collection/search/228995,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"Gift of Irwin Untermyer, 1964",insufficient or ambiguous contextual evidence,Other,"Title: The New Testament, The Book of Common Prayer Object type: Book cover Medium: Silk, bullion, silver, and silver-gilt thread on canvas and satin Classification: Textiles-Embroidered Tags: Musical Instruments; Birds; Men",1636.0,-0.1727706,0.023833424,-0.007616255,-0.18528275
236643,Rothschild lamp,Oil lamp,,,1505,1525,,,,,"Bronze, on a later wood base",Sculpture-Bronze,"European Sculpture and Decorative Arts Fund, 2009",Grotesques; Putti; Rams,https://images.metmuseum.org/CRDImages/es/original/DP217107.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP217107.jpg,https://www.metmuseum.org/art/collection/search/236643,True,The Metropolitan Museum of Art Collection API,Ritual,European Sculpture and Decorative Arts,,,"European Sculpture and Decorative Arts Fund, 2009",insufficient or ambiguous contextual evidence,Other,"Title: Rothschild lamp Object type: Oil lamp Medium: Bronze, on a later wood base Classification: Sculpture-Bronze Tags: Grotesques; Putti; Rams",1515.0,0.22688656,0.06476997,-0.266567,-0.12995486
237451,Dwarf (one of a pair),Figure,,,1735,1750,,,,,Tin-glazed soft-paste porcelain decorated in polychrome enamels,Ceramics-Porcelain,"The Jack and Belle Linsky Collection, 1982",Men,https://images.metmuseum.org/CRDImages/es/original/DP223292.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP223292.jpg,https://www.metmuseum.org/art/collection/search/237451,True,The Metropolitan Museum of Art Collection API,Buddha; Buddhist; Bodhisattva; Avalokiteshvara; Guanyin; Tara; Vajra; Mandala; Thangka; Stupa; Sutra; Ritual; Tibet; Nepal; India; China,European Sculpture and Decorative Arts,,,"The Jack and Belle Linsky Collection, 1982",insufficient or ambiguous contextual evidence,Other,Title: Dwarf (one of a pair) Object type: Figure Medium: Tin-glazed soft-paste porcelain decorated in polychrome enamels Classification: Ceramics-Porcelain Tags: Men,1742.5,0.10390351,0.13890491,-0.25265193,-0.03779114
239512,Torah crown (keter),Torah crown,,,1735,1755,,,,,"Silver, parcel gilt",Judaica,"Director's Fund, 2013",Crowns,https://images.metmuseum.org/CRDImages/es/original/DP334410.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP334410.jpg,https://www.metmuseum.org/art/collection/search/239512,True,The Metropolitan Museum of Art Collection API,Ritual,European Sculpture and Decorative Arts,,,"Director's Fund, 2013",insufficient or ambiguous contextual evidence,Other,"Title: Torah crown (keter) Object type: Torah crown Medium: Silver, parcel gilt Classification: Judaica Tags: Crowns",1745.0,0.16686189,0.01571735,-0.06584326,-0.20742819
266450,Elliot Marbles and Other Sculpture from the Central Museum Madras: Group 26,Photograph,,,1858,1858,,,,,Albumen silver print from dry collodion on glass negative,Photographs,"Purchase, Cynthia Hazen Polsky Gift and The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1991",Sculpture,https://images.metmuseum.org/CRDImages/ph/original/DP300688.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP300688.jpg,https://www.metmuseum.org/art/collection/search/266450,True,The Metropolitan Museum of Art Collection API,Buddhist; Bodhisattva; Avalokiteshvara; Stupa; India,Photographs,,,"Purchase, Cynthia Hazen Polsky Gift and The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1991",insufficient or ambiguous contextual evidence,Other,Title: Elliot Marbles and Other Sculpture from the Central Museum Madras: Group 26 Object type: Photograph Medium: Albumen silver print from dry collodion on glass negative Classification: Photographs Tags: Sculpture,1858.0,0.07915033,0.06165681,-0.20745295,-0.13734242
268710,Herr Joachim,Photograph,,,1868,1868,,,,,Albumen silver print from glass negative,Photographs,"Harris Brisbane Dick Fund, 1941",Men; Portraits; Violins; Musicians,https://images.metmuseum.org/CRDImages/ph/original/DP295211.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP295211.jpg,https://www.metmuseum.org/art/collection/search/268710,True,The Metropolitan Museum of Art Collection API,India,Photographs,,,"Harris Brisbane Dick Fund, 1941",insufficient or ambiguous contextual evidence,Other,Title: Herr Joachim Object type: Photograph Medium: Albumen silver print from glass negative Classification: Photographs Tags: Men; Portraits; Violins; Musicians,1868.0,-0.057749785,0.32414785,-0.30914176,-0.2437211
269434,Thomas Carlyle,Photograph,,,1867,1867,,,,,Carbon print,Photographs,"Alfred Stieglitz Collection, 1949",Men; Portraits,https://images.metmuseum.org/CRDImages/ph/original/DP295239.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP295239.jpg,https://www.metmuseum.org/art/collection/search/269434,True,The Metropolitan Museum of Art Collection API,India,Photographs,,,"Alfred Stieglitz Collection, 1949",insufficient or ambiguous contextual evidence,Other,Title: Thomas Carlyle Object type: Photograph Medium: Carbon print Classification: Photographs Tags: Men; Portraits,1867.0,-0.08528404,0.23007554,-0.33863387,-0.21207161
282044,Sappho,Photograph,,,1865,1865,,,,,Albumen silver print from glass negative,Photographs,"The Rubel Collection, Purchase, Jennifer and Joseph Duke and Anonymous Gifts, 1997",Portraits; Profiles; Women,https://images.metmuseum.org/CRDImages/ph/original/DP-510-021.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP-510-021.jpg,https://www.metmuseum.org/art/collection/search/282044,True,The Metropolitan Museum of Art Collection API,India,Photographs,,,"The Rubel Collection, Purchase, Jennifer and Joseph Duke and Anonymous Gifts, 1997",insufficient or ambiguous contextual evidence,Other,Title: Sappho Object type: Photograph Medium: Albumen silver print from glass negative Classification: Photographs Tags: Portraits; Profiles; Women,1865.0,-0.07763084,0.2745194,-0.3405316,-0.24806836
307598,Eagle relief,Panel,Toltec,,900,1200,Mexico,,,,"Andesite or dacite, Maya blue, stucco, red pigment",Stone-Sculpture,"Gift of Frederic E. Church, 1893",Eagles,https://images.metmuseum.org/CRDImages/ao/original/DP-17616-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-17616-001.jpg,https://www.metmuseum.org/art/collection/search/307598,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Frederic E. Church, 1893",insufficient or ambiguous contextual evidence,Other,"Title: Eagle relief Object type: Panel Culture: Toltec Country: Mexico Medium: Andesite or dacite, Maya blue, stucco, red pigment Classification: Stone-Sculpture Tags: Eagles",1050.0,0.2217678,-0.15928997,-0.08352071,0.28332248
307599,Eagle relief,Panel,Toltec,,900,1200,Mexico,Mesoamerica,,,"Andesite or dacite, Maya blue, stucco, red pigment",Stone-Sculpture,"Gift of Frederic E. Church, 1893",Eagles,https://images.metmuseum.org/CRDImages/ao/original/DP-20487-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-20487-001.jpg,https://www.metmuseum.org/art/collection/search/307599,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Frederic E. Church, 1893",insufficient or ambiguous contextual evidence,Other,"Title: Eagle relief Object type: Panel Culture: Toltec Country: Mexico Region: Mesoamerica Medium: Andesite or dacite, Maya blue, stucco, red pigment Classification: Stone-Sculpture Tags: Eagles",1050.0,0.21585174,-0.14679502,-0.084968075,0.31428248
307634,Cihuateotl,Figure,Mexica (Aztec),,1400,1550,Mexico,Mesoamerica,,,"Volcanic stone (porphyritic andesite), pigment",Stone-Sculpture,"Museum Purchase, 1900",Women,https://images.metmuseum.org/CRDImages/ao/original/DT5116.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT5116.jpg,https://www.metmuseum.org/art/collection/search/307634,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Museum Purchase, 1900",insufficient or ambiguous contextual evidence,Other,"Title: Cihuateotl Object type: Figure Culture: Mexica (Aztec) Country: Mexico Region: Mesoamerica Medium: Volcanic stone (porphyritic andesite), pigment Classification: Stone-Sculpture Tags: Women",1475.0,0.3400178,-0.013888711,-0.17039934,0.33062458
308022,Embroidered bag with fringe,Bag,Nasca,,600,700,Peru,,,,Camelid hair,Textiles-Woven,"Gift of George D. Pratt, 1932",,https://images.metmuseum.org/CRDImages/ao/original/DP-26534-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26534-001.jpg,https://www.metmuseum.org/art/collection/search/308022,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of George D. Pratt, 1932",insufficient or ambiguous contextual evidence,Other,Title: Embroidered bag with fringe Object type: Bag Culture: Nasca Country: Peru Medium: Camelid hair Classification: Textiles-Woven,650.0,0.21551625,0.016902741,-0.01641322,0.222967
308024,Embroidered bag with fringe,Bag,Nasca,,600,700,Peru,,,,Camelid hair,Textiles-Woven,"Gift of George D. Pratt, 1932",,https://images.metmuseum.org/CRDImages/ao/original/DP-26535-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26535-001.jpg,https://www.metmuseum.org/art/collection/search/308024,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of George D. Pratt, 1932",insufficient or ambiguous contextual evidence,Other,Title: Embroidered bag with fringe Object type: Bag Culture: Nasca Country: Peru Medium: Camelid hair Classification: Textiles-Woven,650.0,0.15805262,-0.06142407,-0.01641322,0.222967
308565,Stirrup-spout bottle with mountain sacrifice scene,Bottle,Moche,,500,800,Peru,,,,"Ceramic, slip",Ceramics-Containers,"Gift of Mr. and Mrs. Nathan Cummings, 1964",Animals; Men,https://images.metmuseum.org/CRDImages/ao/original/DP-25548-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25548-001.jpg,https://www.metmuseum.org/art/collection/search/308565,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Mr. and Mrs. Nathan Cummings, 1964",insufficient or ambiguous contextual evidence,Other,"Title: Stirrup-spout bottle with mountain sacrifice scene Object type: Bottle Culture: Moche Country: Peru Medium: Ceramic, slip Classification: Ceramics-Containers Tags: Animals; Men",650.0,0.23745954,0.09791305,-0.14001349,0.20239587
309227,Tupu (pin),Pin,Inca,,1400,1535,Peru,,,,Copper alloy,Metal-Ornaments,"Gift of Mr. and Mrs. Nathan Cummings, 1964",,https://images.metmuseum.org/CRDImages/ao/original/DP-27241-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27241-001.jpg,https://www.metmuseum.org/art/collection/search/309227,True,The Metropolitan Museum of Art Collection API,Ritual,The Michael C. Rockefeller Wing,,,"Gift of Mr. and Mrs. Nathan Cummings, 1964",insufficient or ambiguous contextual evidence,Other,Title: Tupu (pin) Object type: Pin Culture: Inca Country: Peru Medium: Copper alloy Classification: Metal-Ornaments,1467.5,0.25209117,-0.06581293,-0.12715676,0.380708
